Register Long Name,Register Short Name,Register Page,Register Address,Bit Field Number,Bit Field Name,Bit Field Reset Value,Bit Field Access,Bit Field Description,Bit Field Enumerations
,10BTSCR,,0x001A,0,Jabber Disable,0x0000,RW,"Jabber Disable:
1 = Jabber function disabled
0 = Jabber function enabled
Note: This function is only applicable in 10Base-Te operation.","0x0001: Jabber function disabled
0x0000: Jabber function enabled"
,BICSR1,,0x001B,15..8,BIST Error Count,0x0000,RO,"BIST Error Count:
Holds number of errored bytes received by the PRBS checker. Value in this register is locked and cleared when write is done to bit[15]. When BIST Error Counter Mode is set to '0', count stops on 0xFF (see register 0x0016)
Note: Writing '1' to bit[15] will lock the counter's value for successive read operation and clear the BIST Error Counter.",
,BICSR1,,0x001B,7..0,BIST IPG Length,0x007D,RW,"BIST IPG Length:
Inter Packet Gap (IPG) Length defines the size of the gap (in bytes) between any 2 successive packets generated by the BIST. Default value is 0x7D (equal to 500 bytes).",
,BICSR2,,0x001C,15..11,Reserved,0x0000,RO,Reserved,
,BICSR2,,0x001C,10..0,BIST Packet Length,0x05FF,RW,"BIST Packet Length:
Length of the generated BIST packets. The value of this register defines the size (in bytes) of every packet that is generated by the BIST. Default value is 0x5EE, which is equal to 1518 bytes.",
,CDCR,,0x001E,15,Cable Diagnostic Start,0x0000,RW,"Cable Diagnostic Process Start:
1 = Start cable measurement
0 = Cable Diagnostic is disabled
Diagnostic Start bit is cleared once Diagnostic Done indication bit is triggered.","0x0001: Start cable measurement
0x0000: Cable Diagnostic is disabled"
,CDCR,,0x001E,14..2,Reserved,0x0000,RO,Reserved,
,CDCR,,0x001E,1,Cable Diagnostic Status,0x0000,RO,"Cable Diagnostic Process Done:
1 = Indication that cable measurement process is complete
0 = Cable Diagnostic had not completed","0x0001: Indication that cable measurement process is complete
0x0000: Cable Diagnostic had not completed"
,CDCR,,0x001E,0,Cable Diagnostic Test Fail,0x0000,RO,"Cable Diagnostic Process Fail:
1 = Indication that cable measurement process failed
0 = Cable Diagnostic has not failed","0x0001: Indication that cable measurement process failed
0x0000: Cable Diagnostic has not failed"
,CDCR,,0x001F,15,Software Reset,0x0000,RW/SC,"Software Reset:
1 = Reset PHY
0 = Normal Operation
This bit is self cleared and has the same effect as Hardware reset pin.","0x0001: Reset PHY
0x0000: Normal Operation"
,CDCR,,0x001F,14,Digital Restart,0x0000,RW/SC,"Digital Restart:
1 = Restart PHY
0 = Normal Operation
This bit is self cleared and resets all PHY digital circuitry except the registers.","0x0001: Restart PHY
0x0000: Normal Operation"
,CDCR,,0x001F,13..0,Reserved,0x0000,RW,Reserved,
,MLEDCR,,0x0025,15..10,Reserved,0x0000,RW,Reserved,
,MLEDCR,,0x0025,9,MLED Polarity Swap,0x0000,RW,"MLED Polarity Swap:
The polarity of MLED depends on the routing configuration and the strap on COL pin. If the pin strap is Pull-Up then polarity is active low. If the pin strap is Pull-Down then polarity is active high.
0 = Active Low (default when pin strapped HIGH)
1 = Active High (default when pin strapped LOW)","0x0000: Active Low (default when pin strapped HIGH)
0x0001: Active High (default when pin strapped LOW)"
,MLEDCR,,0x0025,8..7,Reserved,0x0000,RW,Reserved,
,MLEDCR,,0x0025,6..3,MLED Configuration (COL Pin),0x0000,RW,"MLED Configurations:
000 0 = LINK OK
000 1 = RX/TX Activity
001 0 = TX Activity
001 1 = RX Activity
010 0 = Collision
010 1 = Speed, High for 100Base-TX
011 0 = Speed, High for 10Base-Te
011 1 = Full-Duplex
100 0 = LINK OK / BLINK on TX/RX Activity
100 1 = Active Stretch Signal
101 0 = MII LINK (100BT+FD)
101 1 = LPI Mode (EEE)
110 0 = TX/RX MII Error
110 1 = Link Lost
111 0 = Blink for PRBS error
111 1 = Reserved
Link Lost, LED remains ON until BMCR register (address 0x0001) is read.
Blink for PRBS Errors, LED remains ON for single error and remains until BICSR1 register (address 0x001B) is cleared.",
,MLEDCR,,0x0025,2,Reserved,0x0000,RW,Reserved,
,MLEDCR,,0x0025,1..0,MLED Route to LED_0,0x0000,RW,"MLED Route to LED_0:
00 = MLED routed to COL
01 = Reserved
10 = Reserved
11 = MLED routed to LED_0","0x0000: MLED routed to COL
0x0001: Reserved
0x0002: Reserved
0x0003: MLED routed to LED_0"
,COMPT,,0x0027,15..5,Reserved,0x0000,RW,Reserved,
,COMPT,,0x0027,4,"10Base-Te Test Patterns
Enable",0x0000,RW,"10Base-Te Test Pattern Enable:
1 = Enable 10Base-Te Test Patterns
0 = Disable 10Base-Te Test Patterns","0x0001: Enable 10Base-Te Test Patterns
0x0000: Disable 10Base-Te Test Patterns"
,COMPT,,0x0027,3..0,Compliance Test Configuration,0x0000,RW,"Compliance Test Configuration Select:
Bit[4] in Register 0x0027 = 1, Enables 10Base-Te Test Patterns. Bit[4] in Register 0x0428 = 1, Enables 100Base-TX Test Modes Bits[3:0] select the 10Base-Te test pattern, as follows:
0000 = Single NLP
0001 = Single Pulse 1
0010 = Single Pulse 0
0011 = Repetitive 1
0100 = Repetitive 0
0101 = Preamble (repetitive ‘10’)
0110 = Single 1 followed by TP_IDLE
0111 = Single 0 followed by TP_IDLE
1000 = Repetitive ‘1001’ sequence
1001 = Random 10Base-Te data
1010 = TP_IDLE_00
1011 = TP_IDLE_01
1100 = TP_IDLE_10
1101 = TP_IDLE_11
100Base-TX Test Mode is determined by bits {[5] in register 0x0428, [3:0] in register 0x0027}. The bits determine the number of 0's to follow a '1'.
0,0001 = Single '0' after a '1'
0,0010 = Two '0' after a '1'
0,0011 = Three '0' after a '1'
0,0100 = Four '0' after a '1'
0,0101 = Five '0' after a '1'
0,0110 = Six '0' after a '1'
0,0111 = Seven '0' after a '1'
...
1,1111 = Thirty one '0' after a '1'
0,0000 = Clears the shift register
Note 1: To reconfigure the 100Base-TX Test Mode, bit[4] must be cleared in register 0x0428 and then reset to '1' to configure the new pattern.
Note 2: When performing 100Base-TX or 10Base-Te tests modes, the speed must be forced using the Basic Mode Control Register (BMCR), address 0x0000.","0x0000: Single NLP
0x0001: Single Pulse 1
0x0002: Single Pulse 0
0x0003: Repetitive 1
0x0004: Repetitive 0
0x0005: Preamble (repetitive ‘10’)
0x0006: Single 1 followed by TP_IDLE
0x0007: Single 0 followed by TP_IDLE
0x0008: Repetitive ‘1001’ sequence
0x0009: Random 10Base-Te data
0x000A: TP_IDLE_00
0x000B: TP_IDLE_01
0x000C: TP_IDLE_10
0x000D: TP_IDLE_11"
,PTPPSEL,,0x003E,15..7,Reserved,0x0000,RO,Reserved,
,PTPPSEL,,0x003E,6..4,IEEE 1588 TX Pin Select,0x0000,RW,"IEEE 1588 TX Pin Select:
Assigns transmit SFD pulse indication to pin selected by value
001 = Reserved
010 = Reserved
011 = LED_0 Pin
100 = CRS Pin
101 = COL Pin
110 = INT/PWDN_N Pin
111 = No pulse output","0x0001: Reserved
0x0002: Reserved
0x0003: LED_0 Pin
0x0004: CRS Pin
0x0005: COL Pin
0x0006: INT/PWDN_N Pin
0x0007: No pulse output"
,PTPPSEL,,0x003E,3,Reserved,0x0000,RO,Reserved,
,PTPPSEL,,0x003E,2..0,IEEE 1588 RX Pin Select,0x0000,RW,"IEEE 1588 RX Pin Select:
Assigns receive SFD pulse indication to pin selected by value
001 = Reserved
010 = Reserved
011 = LED_0 Pin
100 = CRS Pin
101 = COL Pin
110 = INT/PWDN_N Pin
111 = No pulse output","0x0001: Reserved
0x0002: Reserved
0x0003: LED_0 Pin
0x0004: CRS Pin
0x0005: COL Pin
0x0006: INT/PWDN_N Pin
0x0007: No pulse output"
,PTPCFG,,0x003F,15..13,PTP Transmit Timing,0x0005,RW,"PTP Transmit Timing:
Set IEEE 1588 indication for TX path (8ns step)",
,PTPCFG,,0x003F,12..10,PTP Receive Timing,0x0005,RW,"PTP Receive Timing:
Set IEEE 1588 indication for RX path (8ns step)",
,PTPCFG,,0x003F,9..8,TX Error Input Pin,0x0000,RW,"Configure TX Error Input Pin:
00 = No TX Error
01 = Reserved
10 = Use INT/PWDN_N pin as TX error
11 = Use COL pin as TX error","0x0000: No TX Error
0x0001: Reserved
0x0002: Use INT/PWDN_N pin as TX error
0x0003: Use COL pin as TX error"
,PTPCFG,,0x003F,7..0,Reserved,0x00FF,RW,Reserved,
,TXCPSR,,0x0042,15..5,Reserved,0x0000,RO,Reserved,
,TXCPSR,,0x0042,4,Phase Shift Enable,0x0000,RW/SC,"TX Clock Phase Shift Enable:
1 = Perform Phase Shift to TX_CLK
0 = No change in TX_CLK phase
When enabled, TX_CLK phase shift is according to the value written to TX Clock Phase Shift Value (bits[4:0]).","0x0001: Perform Phase Shift to TX_CLK
0x0000: No change in TX_CLK phase"
,TXCPSR,,0x0042,3..0,Phase Shift Value,0x0000,RW,"TX Clock Phase Shift Value:
The value of this register represents the current phase shift between Reference clock at XI and MII tramsmit clock at TX_CLK. Any different value that will be written to these bits will shift TX_CLK by 4 times the difference (in ns).
Example: If the value of the register is 0x0002, writing 0x0009 to this register will shift TX_CLK by 28ns. (4 times 7ns)",
,DFCCR1,,0x0106,15..0,Reserved,0xB0BB,RW,Reserved,
,DFCCR2,,0x0107,15..0,Reserved,0x0605,RW,Reserved,
,DSPCR,,0x010F,15..0,Reserved,0x0300,RW,Reserved,
,DFECR,,0x0114,15..0,Reserved,0x400A,RW,Reserved,
,AGCBCR,,0x0116,15..0,Reserved,0x014A,RW,Reserved,
,DETR,,0x0126,15..0,Reserved,0x461B,RW,Reserved,
,ALCDRR1,,0x0155,15,ALCD Start Test,0x0000,SC,"Active Link Cable Diagnostic Start:
1 = Start ALCD test
0 = Do not start ALCD test","0x0001: Start ALCD test
0x0000: Do not start ALCD test"
,ALCDRR1,,0x0155,14..13,Reserved,0x0000,RO,Reserved,
,ALCDRR1,,0x0155,12,ALCD Test Status,0x0001,RO,"Active Link Cable Diagnostic Status:
1 = ALCD is not complete
0 = ALCD is complete","0x0001: ALCD is not complete
0x0000: ALCD is complete"
,ALCDRR1,,0x0155,11..4,ALCD Sum Out,0x00F4,RO,,
,ALCDRR1,,0x0155,3..0,Reserved,0x0001,RW,Reserved,
,CDSCR,,0x0170,15,Reserved,0x0000,RO,Reserved,
,CDSCR,,0x0170,14,"Cable Diagnostic Cross
Disable",0x0000,RW,"Cross TDR Diagnostic Mode:
1 = Disable TDR Cross Mode
0 = Enable TDR Cross Mode
When enabled, the TDR mechanism is looking for reflection on the other pair to check for shorts between pairs.","0x0001: Disable TDR Cross Mode
0x0000: Enable TDR Cross Mode"
,CDSCR,,0x0170,13,Cable Diagnostic TD Bypass,0x0000,RW,"TD Diagnostic Bypass:
1 = Bypass TD pair diagnostic
0 = TDR is executed on TD pair
When enabled, TDR on TD pair will not be executed.","0x0001: Bypass TD pair diagnostic
0x0000: TDR is executed on TD pair"
,CDSCR,,0x0170,12,Cable Diagnostic RD Bypass,0x0000,RW,"RD Diganostic Bypass:
1= Bypass RD pair diagnostic
0 = TDR is executed on RD pair
When enabled, TDR on RD pair will not be executed.","0x0000: TDR is executed on RD pair"
,CDSCR,,0x0170,11,Reserved,0x0001,RW,Reserved,
,CDSCR,,0x0170,10..8,"Cable Diagnostic Average
Cycles",0x0006,RW,"Number of TDR Cycles to Average:
000 = 1 TDR cycle
001 = 2 TDR cycles
010 = 4 TDR cycles
011 = 8 TDR cycles
100 = 16 TDR cycles
101 = 32 TDR cycles
110 = 64 TDR cycles
111 = Reserved","0x0000: 1 TDR cycle
0x0001: 2 TDR cycles
0x0002: 4 TDR cycles
0x0003: 8 TDR cycles
0x0004: 16 TDR cycles
0x0005: 32 TDR cycles
0x0006: 64 TDR cycles
0x0007: Reserved"
,CDSCR,,0x0170,7..0,Reserved,0x0052,RW,Reserved,
,CDSCR2,,0x0171,15..4,Reserved,0x0C85,RW,Reserved,
,CDSCR2,,0x0171,3..0,TDR Pulse Control,0x000C,RW,Configure expected self reflection in TDR,
,CDSCR3,,0x0173,15..8,Cable Length Configuration,0x00FF,RW,Configure duration of listening to detect long cable reflections,
,CDSCR3,,0x0173,7..0,Reserved,0x001E,RW,Reserved,
,CDSCR4,,0x0177,15..13,Reserved,0x0000,RW,Reserved,
,CDSCR4,,0x0177,12..8,Short Cables Threshold,0x0018,RW,Threshold to compensate for strong reflections in short cables,
,CDSCR4,,0x0177,7..0,Reserved,0x009B,RW,Reserved,
,CDLRR1,,0x0180,15..8,TD Peak Location 2,0x0000,RO,Location of the Second peak discovered by the TDR mechanism on Transmit Channel (TD). The value of these bits need to be translated into distance from the PHY.,
,CDLRR1,,0x0180,7..0,TD Peak Location 1,0x0000,RO,Location of the First peak discovered by the TDR mechanism on Transmit Channel (TD). The value of these bits need to be translated into distance from the PHY.,
,CDLRR2,,0x0181,15..8,TD Peak Location 4,0x0000,RO,Location of the Fourth peak discovered by the TDR mechanism on Transmit Channel (TD). The value of these bits need to be translated into distance from the PHY.,
,CDLRR2,,0x0181,7..0,TD Peak Location 3,0x0000,RO,Location of the Third peak discovered by the TDR mechanism on Transmit Channel (TD). The value of these bits need to be translated into distance from the PHY.,
,CDLRR3,,0x0182,15..8,RD Peak Location 1,0x0000,RO,Location of the First peak discovered by the TDR mechanism on Receive Channel (RD). The value of these bits need to be translated into distance from the PHY.,
,CDLRR3,,0x0182,7..0,TD Peak Location 5,0x0000,RO,Location of the Fifth peak discovered by the TDR mechanism on Transmit Channel (TD). The value of these bits need to be translated into distance from the PHY.,
,CDLRR4,,0x0183,15..8,RD Peak Location 3,0x0000,RO,Location of the Third peak discovered by the TDR mechanism on Receive Channel (RD). The value of these bits need to be translated into distance from the PHY.,
,CDLRR4,,0x0183,7..0,RD Peak Location 2,0x0000,RO,Location of the Second peak discovered by the TDR mechanism on Receive Channel (RD). The value of these bits need to be translated into distance from the PHY.,
,CDLRR5,,0x0184,15..8,RD Peak Location 5,0x0000,RO,Location of the Fifth peak discovered by the TDR mechanism on Receive Channel (RD). The value of these bits need to be translated into distance from the PHY.,
,CDLRR5,,0x0184,7..0,RD Peak Location 4,0x0000,RO,Location of the Fourth peak discovered by the TDR mechanism on Receive Channel (RD). The value of these bits need to be translated into distance from the PHY.,
,CDLAR1,,0x0185,15,Reserved,0x0000,RO,Reserved,
,CDLAR1,,0x0185,14..8,TD Peak Amplitude 2,0x0000,RO,Amplitude of the Second peak discovered by the TDR mechanism on Transmit Channel (TD). The value of these bits is translated into type of cable fault and/or interference.,
,CDLAR1,,0x0185,7,Reserved,0x0000,RO,Reserved,
,CDLAR1,,0x0185,6..0,TD Peak Amplitude 1,0x0000,RO,Amplitude of the First peak discovered by the TDR mechanism on Transmit Channel (TD). The value of these bits is translated into type of cable fault and/or interference.,
,CDLAR2,,0x0186,15,Reserved,0x0000,RO,Reserved,
,CDLAR2,,0x0186,14..8,TD Peak Amplitude 4,0x0000,RO,Amplitude of the Fourth peak discovered by the TDR mechanism on Transmit Channel (TD). The value of these bits is translated into type of cable fault and/or interference.,
,CDLAR2,,0x0186,7,Reserved,0x0000,RO,Reserved,
,CDLAR2,,0x0186,6..0,TD Peak Amplitude 3,0x0000,RO,Amplitude of the Third peak discovered by the TDR mechanism on Transmit Channel (TD). The value of these bits is translated into type of cable fault and/or interference.,
,CDLAR3,,0x0187,15,Reserved,0x0000,RO,Reserved,
,CDLAR3,,0x0187,14..8,RD Peak Amplitude 1,0x0000,RO,Amplitude of the First peak discovered by the TDR mechanism on Receive Channel (RD). The value of these bits is translated into type of cable fault and/or interference.,
,CDLAR3,,0x0187,7,Reserved,0x0000,RO,Reserved,
,CDLAR3,,0x0187,6..0,TD Peak Amplitude 5,0x0000,RO,Amplitude of the Fifth peak discovered by the TDR mechanism on Transmit Channel (TD). The value of these bits is translated into type of cable fault and/or interference.,
,CDLAR4,,0x0188,15,Reserved,0x0000,RO,Reserved,
,CDLAR4,,0x0188,14..8,RD Peak Amplitude 3,0x0000,RO,Amplitude of the Third peak discovered by the TDR mechanism on Receive Channel (RD). The value of these bits is translated into type of cable fault and/or interference.,
,CDLAR4,,0x0188,7,Reserved,0x0000,RO,Reserved,
,CDLAR4,,0x0188,6..0,RD Peak Amplitude 2,0x0000,RO,Amplitude of the Second peak discovered by the TDR mechanism on Receive Channel (RD). The value of these bits is translated into type of cable fault and/or interference.,
,CDLAR5,,0x0189,15,Reserved,0x0000,RO,Reserved,
,CDLAR5,,0x0189,14..8,RD Peak Amplitude 5,0x0000,RO,Amplitude of the Fifth peak discovered by the TDR mechanism on Receive Channel (RD). The value of these bits is translated into type of cable fault and/or interference.,
,CDLAR5,,0x0189,7,Reserved,0x0000,RO,Reserved,
,CDLAR5,,0x0189,6..0,RD Peak Amplitude 4,0x0000,RO,Amplitude of the Fourth peak discovered by the TDR mechanism on Receive Channel (RD). The value of these bits is translated into type of cable fault and/or interference.,
,CDLGR,,0x018A,15,TD Peak Polarity 5,0x0000,RO,"Polarity of the Fifth peak discovered by the TDR mechanism on
Transmit Channel (TD).",
,CDLGR,,0x018A,14,TD Peak Polarity 4,0x0000,RO,"Polarity of the Fourth peak discovered by the TDR mechanism on
Transmit Channel (TD).",
,CDLGR,,0x018A,13,TD Peak Polarity 3,0x0000,RO,"Polarity of the Third peak discovered by the TDR mechanism on
Transmit Channel (TD).",
,CDLGR,,0x018A,12,TD Peak Polarity 2,0x0000,RO,"Polarity of the Second peak discovered by the TDR mechanism on
Transmit Channel (TD).",
,CDLGR,,0x018A,11,TD Peak Polarity 1,0x0000,RO,"Polarity of the First peak discovered by the TDR mechanism on
Transmit Channel (TD).",
,CDLGR,,0x018A,10,RD Peak Polarity 5,0x0000,RO,"Polarity of the Fifth peak discovered by the TDR mechanism on
Receive Channel (RD).",
,CDLGR,,0x018A,9,RD Peak Polarity 4,0x0000,RO,"Polarity of the Fourth peak discovered by the TDR mechanism on
Receive Channel (RD).",
,CDLGR,,0x018A,8,RD Peak Polarity 3,0x0000,RO,"Polarity of the Third peak discovered by the TDR mechanism on
Receive Channel (RD).",
,CDLGR,,0x018A,7,RD Peak Polarity 2,0x0000,RO,"Polarity of the Second peak discovered by the TDR mechanism on
Receive Channel (RD).",
,CDLGR,,0x018A,6,RD Peak Polarity 1,0x0000,RO,"Polarity of the First peak discovered by the TDR mechanism on
Receive Channel (RD).",
,CDLGR,,0x018A,5,Cross Detect on TD,0x0000,RO,"Cross Reflections were detected on TD. Indicate on Short between
TD and TD",
,CDLGR,,0x018A,4,Cross Detect on RD,0x0000,RO,"Cross Reflections were detected on RD. Indicate on Short between
TD and RD",
,CDLGR,,0x018A,3,Above 5 TD Peaks,0x0000,RO,More than 5 reflections were detected on TD,
,CDLGR,,0x018A,2,Above 5 RD Peaks,0x0000,RO,More than 5 reflections were detected on RD,
,CDLGR,,0x018A,1..0,Reserved,0x0000,RO,Reserved,
,ALCDRR2,,0x0215,15..4,Reserved,0x0000,RO,Reserved,
,ALCDRR2,,0x0215,3..0,PGA Control,0x0003,RO,Control word to analog PGA,
,ALCDRR3,,0x021D,15..12,Reserved,0x0000,RO,Reserved,
,ALCDRR3,,0x021D,11..0,FAGC Accumulator,0x0600,RW,FAGC Accumulator,
,LDCTRL,,0x0403,15..12,Reserved,0x0009,RW,Reserved,
,LDCTRL,,0x0403,11..8,"100Base-FX Line Driver Swing
Select",0x000F,RW,"100Base-FX Line Driver Swing Select (peak-to-peak):
0000 = 0.533-V
0001 = 0.567-V
0010 = 0.600-V
0011 = 0.633-V
0100 = 0.667-V
0101 = 0.700-V
0110 = 0.733-V
0111 = 0.767-V
1000 = 0.800-V
1001 = 0.833-V
1010 = 0.867-V
1011 = 0.900-V
1100 = 0.933-V
1101 = 0.976-V
1110 = 1.000-V
1111 = 1.033-V (Default Setting)","0x0000: 0.533-V
0x0001: 0.567-V
0x0002: 0.600-V
0x0003: 0.633-V
0x0004: 0.667-V
0x0005: 0.700-V
0x0006: 0.733-V
0x0007: 0.767-V
0x0008: 0.800-V
0x0009: 0.833-V
0x000A: 0.867-V
0x000B: 0.900-V
0x000C: 0.933-V
0x000D: 0.976-V
0x000E: 1.000-V
0x000F: 1.033-V (Default Setting)"
,LDCTRL,,0x0403,7..4,"100Base-TX Line Driver Swing
Select",0x000C,RW,"100Base-TX Line Driver Swing Select (peak-to-peak):
0000 = 1.600-V
0001 = 1.633-V
0010 = 1.667-V
0011 = 1.700-V
0100 = 1.733-V
0101 = 1.767-V
0110 = 1.800-V
0111 = 1.833-V
1000 = 1.867-V
1001 = 1.900-V
1010 = 1.933-V
1011 = 1.967-V
1100 = 2.000-V (Default Setting)
1101 = 2.033-V
1110 = 2.067-V
1111 = 2.100-V","0x0000: 1.600-V
0x0001: 1.633-V
0x0002: 1.667-V
0x0003: 1.700-V
0x0004: 1.733-V
0x0005: 1.767-V
0x0006: 1.800-V
0x0007: 1.833-V
0x0008: 1.867-V
0x0009: 1.900-V
0x000A: 1.933-V
0x000B: 1.967-V
0x000C: 2.000-V (Default Setting)
0x000D: 2.033-V
0x000E: 2.067-V
0x000F: 2.100-V"
,LDCTRL,,0x0403,3..0,"10Base-Te Line Driver Swing
Select",0x000F,RW,"10Base-Te Line Driver Swing Select:
0000 = 3.200-V
0001 = 3.233-V
0010 = 3.267-V
0011 = 3.300-V
0100 = 3.333-V
0101 = 3.367-V
0110 =3.400-V
0111 = 3.433-V
1000 = 3.467-V
1001 = 3.500-V
1010 = 3.533-V
1011 = 3.567-V
1100 = 3.600-V
1101 = 3.633-V
1110 = 3.667-V
1111 = 3.700-V (Default Setting)","0x0000: 3.200-V
0x0001: 3.233-V
0x0002: 3.267-V
0x0003: 3.300-V
0x0004: 3.333-V
0x0005: 3.367-V
0x0007: 3.433-V
0x0008: 3.467-V
0x0009: 3.500-V
0x000A: 3.533-V
0x000B: 3.567-V
0x000C: 3.600-V
0x000D: 3.633-V
0x000E: 3.667-V
0x000F: 3.700-V (Default Setting)"
,LDCSEL,,0x0404,15..0,Line Driver Class Selection,0x0020,RW,"0x0020 : Reduced MLT-3 (Class B)
0x0024 : To program full MLT-3 on both Tx+ and Tx– (Class A)",
,DPDWN,,0x0428,15..6,Reserved,0x0000,RO,Reserved,
,DPDWN,,0x0428,5,MSB 100Base-TX Idle Pattern,0x0000,RW,"MSB 100Base-TX Idle Pattern:
100Base-TX Test Mode is determined by bits {[5] in register 0x0428, [3:0] in register 0x0027}. The bits determine the number of 0's to follow a '1'.
0,0001 = Single '0' after a '1'
0,0010 = Two '0' after a '1'
0,0011 = Three '0' after a '1'
0,0100 = Four '0' after a '1'
0,0101 = Five '0' after a '1'
0,0110 = Six '0' after a '1'
0,0111 = Seven '0' after a '1' .
..
1,1111 = Thirty one '0' after a '1'
0,0000 = Clears the shift register",
,DPDWN,,0x0428,4,"100Base-TX Idle Pattern Test
Mode",0x0000,RW,"100Base-TX Idle Pattern Test Mode:
1 = 100Base-TX Idle Pattern Enable
0 = Normal operation
When enabled, 100Base-TX Idle Pattern is determined by bit[5] in register 0x0428 and bits[3:0] in register 0x0027.","0x0001: 100Base-TX Idle Pattern Enable
0x0000: Normal operation"
,DPDWN,,0x0428,3,Deep Power Down Speed,0x0000,RW,"Deep Power Down Speed Selection:
1 = 50ms duration to exit Deep Power Down
0 = 100ms duration to exit Deep Power Down","0x0001: 50ms duration to exit Deep Power Down
0x0000: 100ms duration to exit Deep Power Down"
,DPDWN,,0x0428,2,Deep Power Down Enable,0x0000,RW,"Deep Power Down Enable:
1 = Deep Power Down activated
0 = Normal operation
Note: If set, the DP83822 enters into deep power down mode. Deep power down mode requires that IEEE Power Down be enabled first by either register access (set bit[11] = '1' in register 0x0000) or using INT/PWDN pin.","0x0001: Deep Power Down activated
0x0000: Normal operation"
,DPDWN,,0x0428,1..0,Reserved,0x0000,RW,Reserved,
,GENCFG,,0x0456,15..4,Reserved,0x0000,RW,Reserved,
,GENCFG,,0x0456,3,Min IPG Enable,0x0001,RW,"Min IPG Enable:
1 = Enable Minimum Inter-Packet Gap (IPG is set to 120ns)
0 = IPG set to 0.20?s
Note:
IPGs <200ns should only be used when operating with a MII MAC IF
configuration.","0x0001: Enable Minimum Inter-Packet Gap (IPG is set to 120ns)
0x0000: IPG set to 0.20?s"
,GENCFG,,0x0456,2..0,Reserved,0x0000,RW,Reserved,
,LEDCFG1,,0x0460,15..12,Reserved,0x0000,RO,Reserved,
,LEDCFG1,,0x0460,11..8,LED_1 Control,0x0005,RW,"LED_1 Control:
Selects the source for LED_1.
0000 = LINK OK
0001 = RX/TX Activity
0010 = TX Activity
0011 = RX Activity
0100 = Collision
0101 = Speed, High for 100Base-TX
0110 = Speed, High for 10Base-Te
0111 = Full-Duplex
1000 = LINK OK / BLINK on TX/RX Activity
1001 = Active Stretch Signal
1010 = MII LINK (100BT+FD)
1011 = LPI Mode (EEE)
1100 = TX/RX MII Error
1101 = Link Lost
1110 = Blink for PRBS error
1111 = Reserved
Link Lost, LED remains ON until BMCR register (address 0x0001) is read.
Blink for PRBS Errors, LED remains ON for single error and remains until BICSR1 register (address 0x001B) is cleared.","0x0000: LINK OK
0x0001: RX/TX Activity
0x0002: TX Activity
0x0003: RX Activity
0x0004: Collision
0x0005: Speed, High for 100Base-TX
0x0006: Speed, High for 10Base-Te
0x0007: Full-Duplex
0x0008: LINK OK / BLINK on TX/RX Activity
0x0009: Active Stretch Signal
0x000A: MII LINK (100BT+FD)
0x000B: LPI Mode (EEE)
0x000C: TX/RX MII Error
0x000D: Link Lost
0x000E: Blink for PRBS error
0x000F: Reserved"
,LEDCFG1,,0x0460,7..4,LED_3 Control (RX_D3),0x0005,RW,"LED_3 Control:
Selects the source for RX_D3. Please reference bits[11:8] for list of sources.",
,LEDCFG1,,0x0460,3..0,Reserved,0x0001,RW,Reserved,
,IOCTRL,,0x0461,15..5,Reserved,0x0020,RW,Reserved,
,IOCTRL,,0x0461,4..1,MAC Impedance Control,0x0008,RW,"MAC Impedance Control:
MAC interface impedance control sets the series termination for the digital pins.
0 000 = 99.25 ?
0 001 = 91.13 ?
0 010 = 84.24 ?
0 011 = 78.31 ?
0 100 = 73.17 ?
0 101 = 68.65 ?
0 110 = 64.66 ?
0 111 = 61.11 ?
1 000 = 58.07 ? (Default Setting)
1 001 = 55.18 ?
1 010 = 52.57 ?
1 011 = 50.20 ?
1 100 = 48.03 ?
1 101 = 46.04 ?
1 110 = 44.20 ?
1 111 = 42.51 ?",
,IOCTRL,,0x0461,0,Reserved,0x0000,RW,Reserved,
,IOCTRL1,,0x0462,15,Reserved,0x0000,RO,Reserved,
,IOCTRL1,,0x0462,14..12,RX_D3 / GPIO_3 Clock Source,0x0000,RW,"Clock Source:
If RX_D3 is configured as a clock source from bits[10:8] the following field determines the reference
000 = MAC IF Clock
001 = XI Clock (Pass-Through Clock from XI pin)
010 = Internal Reference Clock: 25-MHz
011 = Reserved
100 = RMII Master Mode Reference Clock: 50-MHz
101 = Reserved
110 = Free Running Clock: 125-MHz
111 = Recovered Clock: 125-MHz
MAC IF Clock: MII Mode the clock frequency is 25-MHz, RMII Mode the clock frequency is 50-MHz; RGMII Mode the clock frequency is
25-MHz.
RMII Master Mode Reference Clock: Identical to MAC IF Clock in
RMII Master Mode.","0x0000: MAC IF Clock
0x0001: XI Clock (Pass-Through Clock from XI pin)
0x0002: Internal Reference Clock: 25-MHz
0x0003: Reserved
0x0004: RMII Master Mode Reference Clock: 50-MHz
0x0005: Reserved
0x0006: Free Running Clock: 125-MHz
0x0007: Recovered Clock: 125-MHz"
,IOCTRL1,,0x0462,11,Reserved,0x0000,RO,Reserved,
